Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,12191,12191
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,37829,37892
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,50552,50552
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),114564,114564
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,16898,16898
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,22305,24541
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,28394,28418
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),47192,47192
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),80326,80326
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,11918,11918
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,17952,17952
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,47702,48215
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,74301,74301
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,202534,202534
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1177133,1177133
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,32893,32893
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,30404,30404
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,29721,33414
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1324679,1324679
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,12862,12862
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,14519,14996
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),151905,151905
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,62331,63387
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),56525,56525
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,68528,69766
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),134124,134124
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,71108,72721
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),97774,97774
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,195736,195736
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),214642,214642
National Institute of Technology Durgapur,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,65181,65181
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,42400,42400
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,40658,40658
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,43116,43121
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,49324,50804
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),93357,93357
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL (PwD),Gender-Neutral,1124809,1124809
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,164827,171035
National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,46182,46182
National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC- NCL,Gender-Neutral,56364,56364
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,OPEN,Gender-Neutral,74785,76030
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,OBC- NCL,Gender-Neutral,146219,146219
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,90139,90139
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",OS,OBC- NCL,Gender-Neutral,87798,91754
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",OS,OBC- NCL,Female-only (including Supernumerary),140791,140791
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),109754,131076
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,169044,169044
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,47480,49717
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,49909,54920
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,50934,53605
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,165447,165447
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,11980,11980
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,12268,12268
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,16608,16608
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),35299,35299
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,23238,23520
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),40292,40292
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,714086,714086
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,27856,29004
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),44667,44667
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,27492,27565
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL (PwD),Gender-Neutral,1019712,1019712
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,18255,18255
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,17815,18024
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,20409,21069
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,37463,37805
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,33730,34291
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),54558,54558
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,39365,41857
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),58964,58964
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,39930,41059
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),71018,71018
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,134609,134609
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,53138,56336
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,56699,56726
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,61144,63029
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,62034,62034
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC- NCL,Gender-Neutral,67054,67054
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC- NCL,Female-only (including Supernumerary),110628,110628
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,57181,57181
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,69406,70330
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,67515,69102
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),125854,125854
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GO,OPEN,Gender-Neutral,37376,37376
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GO,OBC- NCL,Gender-Neutral,239664,239664
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,23984,23984
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC- NCL,Gender-Neutral,36078,36078
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,31952,32250
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),43607,43607
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,37912,39685
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),72070,74262
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,27246,27246
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GO,OBC- NCL,Gender-Neutral,298415,298415
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,23715,24056
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,28028,28586
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),51551,51551
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,42564,43265
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),98985,98985
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,48001,48001
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),96244,96244
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),352860,352860
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Female-only (including Supernumerary),11060,11060
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,1653,1653
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Female-only (including Supernumerary),1509,1509
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC- NCL,Gender-Neutral,4533,4702
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,94651,94651
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,431860,431860
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,45466,48241
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),75862,80781
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,50160,50160
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),80910,80910
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,51470,54261
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,123127,125550
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,169470,169470
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,443484,443484
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,291004,291004
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,52801,54222
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),82127,82127
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,57455,57610
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),107710,107710
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,60262,62802
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,167758,167758
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,20046,20046
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,17150,17150
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC- NCL,Gender-Neutral,20337,20337
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,256350,256350
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,231422,231422
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,31111,31808
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),43811,43811
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,36080,36080
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,36663,37405
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,23265,23269
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),34048,34783
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,25526,25526
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),42543,42543
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,27365,27365
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,24753,24753
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,Gender-Neutral,29521,32398
National Institute of Technology Hamirpur,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,544047,544047
National Institute of Technology Hamirpur,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,44958,47184
National Institute of Technology Hamirpur,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),73942,73942
National Institute of Technology Hamirpur,"Engineering Physics (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,58134,58134
National Institute of Technology Hamirpur,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,52833,54778
National Institute of Technology Hamirpur,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),97712,97712
National Institute of Technology Hamirpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,171294,171294
National Institute of Technology Hamirpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,533879,533879
National Institute of Technology Hamirpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,56880,57218
National Institute of Technology Hamirpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),123493,123493
National Institute of Technology Hamirpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,65500,66416
National Institute of Technology Hamirpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),96511,96511
National Institute of Technology Hamirpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,19809,19972
National Institute of Technology Hamirpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,23641,23641
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,76308,76308
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,339798,339798
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,251904,251904
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,40442,40442
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),75796,75796
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),81084,81084
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,43891,46013
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),78237,94844
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence for DASA-Non CIWG (4 Years, Bachelor of Technology)",AD,OPEN,Gender-Neutral,76784,76784
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,33188,34647
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,72264,85274
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,25914,25914
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),47245,47245
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,30364,30534
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),48800,48800
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,3690,3690
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,10875,10875
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,7901,7913
"National Institute of Technology Karnataka, Surathkal","Information Technology for DASA-Non CIWG (4 Years, Bachelor of Technology)",AD,OPEN,Gender-Neutral,87162,87162
"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,17462,17462
"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,32272,32272
"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,29767,29893
"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),27788,27788
"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",AD,OPEN,Gender-Neutral,207370,207370
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,56378,56378
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),64437,67776
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,48135,50926
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,90507,94390
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),399485,399485
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),70849,70849
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,87463,87463
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),172312,172312
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,75908,81562
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),126400,130641
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,89163,89163
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,82634,88086
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),144166,144166
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,216152,222496
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,35937,35937
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,38843,38843
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),196949,196949
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,188211,188211
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,64691,64691
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,49662,52822
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,70924,71779
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,53978,58751
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,178206,178206
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,44548,44548
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,50475,50475
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,68286,68286
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),144298,144298
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),500643,571829
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,59411,60085
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),133562,133562
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,74159,74159
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,67016,67016
