Sr.No,Institute Name,Institute Code,Program Name,Program Code,Quota,Category,Seat Pool,Vacancy
659,National Institute of Technology Delhi,207,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OBC-NCL,Female-only (including Supernumerary),1
660,National Institute of Technology Delhi,207,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,SC,Gender-Neutral,1
661,National Institute of Technology Delhi,207,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,SC,Female-only (including Supernumerary),1
662,National Institute of Technology Delhi,207,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,ST (PwD),Gender-Neutral,1
663,National Institute of Technology Delhi,207,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OPEN,Gender-Neutral,7
664,National Institute of Technology Delhi,207,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OPEN,Female-only (including Supernumerary),1
665,National Institute of Technology Delhi,207,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OBC-NCL,Gender-Neutral,2
666,National Institute of Technology Delhi,207,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OBC-NCL,Female-only (including Supernumerary),1
667,National Institute of Technology Delhi,207,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,SC,Gender-Neutral,1
668,National Institute of Technology Delhi,207,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OPEN,Gender-Neutral,5
669,National Institute of Technology Delhi,207,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OPEN,Female-only (including Supernumerary),3
670,National Institute of Technology Delhi,207,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OBC-NCL,Gender-Neutral,1
671,National Institute of Technology Delhi,207,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OBC-NCL,Female-only (including Supernumerary),1
672,National Institute of Technology Delhi,207,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,SC,Female-only (including Supernumerary),1
673,National Institute of Technology Delhi,207,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,ST,Gender-Neutral,1
674,National Institute of Technology Delhi,207,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OPEN,Gender-Neutral,1
675,National Institute of Technology Delhi,207,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OPEN (PwD),Gender-Neutral,1
676,National Institute of Technology Delhi,207,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OBC-NCL,Gender-Neutral,1
677,National Institute of Technology Delhi,207,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OPEN,Gender-Neutral,6
678,National Institute of Technology Delhi,207,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OPEN,Female-only (including Supernumerary),3
679,National Institute of Technology Delhi,207,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,GEN-EWS,Gender-Neutral,1
680,National Institute of Technology Delhi,207,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OBC-NCL,Gender-Neutral,2
681,National Institute of Technology Delhi,207,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OBC-NCL,Female-only (including Supernumerary),2
682,National Institute of Technology Delhi,207,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Gender-Neutral,3
683,National Institute of Technology Delhi,207,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Female-only (including Supernumerary),1
684,National Institute of Technology Delhi,207,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN (PwD),Gender-Neutral,1
685,National Institute of Technology Delhi,207,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OBC-NCL,Gender-Neutral,1
686,National Institute of Technology Delhi,207,"VLSI Design and Technology (4 Years, Bachelor of Technology)",411Z,HS,OPEN,Gender-Neutral,2
687,National Institute of Technology Delhi,207,"VLSI Design and Technology (4 Years, Bachelor of Technology)",411Z,HS,OPEN,Female-only (including Supernumerary),1
688,National Institute of Technology Delhi,207,"VLSI Design and Technology (4 Years, Bachelor of Technology)",411Z,HS,GEN-EWS,Gender-Neutral,1
689,National Institute of Technology Delhi,207,"VLSI Design and Technology (4 Years, Bachelor of Technology)",411Z,HS,OBC-NCL,Female-only (including Supernumerary),1
690,National Institute of Technology Delhi,207,"VLSI Design and Technology (4 Years, Bachelor of Technology)",411Z,HS,ST (PwD),Gender-Neutral,1
691,National Institute of Technology Delhi,207,"VLSI Design and Technology (4 Years, Bachelor of Technology)",411Z,OS,OPEN,Gender-Neutral,1
692,National Institute of Technology Delhi,207,"VLSI Design and Technology (4 Years, Bachelor of Technology)",411Z,OS,OBC-NCL,Gender-Neutral,1
693,National Institute of Technology Delhi,207,"VLSI Design and Technology (4 Years, Bachelor of Technology)",411Z,OS,SC,Gender-Neutral,1
694,National Institute of Technology Delhi,207,"VLSI Design and Technology (4 Years, Bachelor of Technology)",411Z,OS,ST,Gender-Neutral,1
695,National Institute of Technology Delhi,207,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Gender-Neutral,5
696,National Institute of Technology Delhi,207,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Female-only (including Supernumerary),2
697,National Institute of Technology Delhi,207,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,GEN-EWS,Gender-Neutral,1
698,National Institute of Technology Delhi,207,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OBC-NCL,Gender-Neutral,2
699,National Institute of Technology Delhi,207,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OBC-NCL(PwD),Gender-Neutral,1
700,National Institute of Technology Delhi,207,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,SC,Gender-Neutral,1
701,National Institute of Technology Delhi,207,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,ST,Female-only (including Supernumerary),1
702,National Institute of Technology Delhi,207,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Gender-Neutral,2
703,National Institute of Technology Delhi,207,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OBC-NCL,Gender-Neutral,1
704,National Institute of Technology Delhi,207,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,SC,Gender-Neutral,1
705,National Institute of Technology Delhi,207,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",4188,HS,OPEN,Gender-Neutral,2
706,National Institute of Technology Delhi,207,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",4188,HS,OPEN,Female-only (including Supernumerary),1
707,National Institute of Technology Delhi,207,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",4188,HS,GEN-EWS,Gender-Neutral,1
708,National Institute of Technology Delhi,207,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",4188,HS,OBC-NCL,Female-only (including Supernumerary),1
709,National Institute of Technology Delhi,207,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",4188,HS,SC,Gender-Neutral,1
710,National Institute of Technology Delhi,207,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",4188,OS,OPEN,Gender-Neutral,1
711,National Institute of Technology Delhi,207,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",4188,OS,OPEN,Female-only (including Supernumerary),1
712,National Institute of Technology Delhi,207,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",4188,OS,SC,Gender-Neutral,1
713,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,HS,OPEN,Gender-Neutral,6
714,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,HS,GEN-EWS,Gender-Neutral,1
715,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,HS,OBC-NCL,Gender-Neutral,3
716,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,HS,OBC-NCL,Female-only (including Supernumerary),1
717,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,HS,SC,Gender-Neutral,3
718,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,HS,ST,Gender-Neutral,1
719,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,OPEN,Gender-Neutral,5
720,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,OPEN,Female-only (including Supernumerary),2
721,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,GEN-EWS,Gender-Neutral,1
722,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,OBC-NCL,Gender-Neutral,1
723,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,OBC-NCL,Female-only (including Supernumerary),2
724,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,SC,Gender-Neutral,1
725,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,SC,Female-only (including Supernumerary),1
726,National Institute of Technology Durgapur,208,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,ST,Gender-Neutral,1
727,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN,Gender-Neutral,4
728,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN,Female-only (including Supernumerary),2
729,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN (PwD),Gender-Neutral,1
730,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OBC-NCL(PwD),Gender-Neutral,1
731,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,SC,Gender-Neutral,1
732,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OPEN,Gender-Neutral,4
733,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,GEN-EWS,Gender-Neutral,1
734,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,GEN-EWS,Female-only (including Supernumerary),1
735,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OBC-NCL,Female-only (including Supernumerary),1
736,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,SC,Gender-Neutral,2
737,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,SC,Female-only (including Supernumerary),1
738,National Institute of Technology Durgapur,208,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,ST,Female-only (including Supernumerary),1
739,National Institute of Technology Durgapur,208,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OPEN,Gender-Neutral,4
740,National Institute of Technology Durgapur,208,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OPEN,Female-only (including Supernumerary),1
741,National Institute of Technology Durgapur,208,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,GEN-EWS,Gender-Neutral,2
742,National Institute of Technology Durgapur,208,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OBC-NCL,Gender-Neutral,4
743,National Institute of Technology Durgapur,208,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,SC,Female-only (including Supernumerary),2
744,National Institute of Technology Durgapur,208,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,GEN-EWS,Gender-Neutral,2
745,National Institute of Technology Durgapur,208,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OBC-NCL,Gender-Neutral,1
746,National Institute of Technology Durgapur,208,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OBC-NCL,Female-only (including Supernumerary),1
747,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OPEN,Gender-Neutral,11
748,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OPEN,Female-only (including Supernumerary),2
749,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,GEN-EWS,Female-only (including Supernumerary),1
750,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,GEN-EWS(PwD),Gender-Neutral,1
751,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OBC-NCL,Gender-Neutral,7
752,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OBC-NCL,Female-only (including Supernumerary),2
753,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OBC-NCL(PwD),Gender-Neutral,1
754,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,SC,Gender-Neutral,3
755,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,SC,Female-only (including Supernumerary),2
756,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OPEN,Gender-Neutral,5
757,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OPEN,Female-only (including Supernumerary),1
758,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,SC,Gender-Neutral,1
759,National Institute of Technology Durgapur,208,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,SC,Female-only (including Supernumerary),1
760,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OPEN,Gender-Neutral,7
761,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OPEN,Female-only (including Supernumerary),2
762,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,GEN-EWS,Gender-Neutral,1
763,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,GEN-EWS,Female-only (including Supernumerary),1
764,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OBC-NCL,Gender-Neutral,1
765,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,SC,Female-only (including Supernumerary),1
766,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,ST (PwD),Female-only (including Supernumerary),1
767,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OPEN,Gender-Neutral,2
768,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OPEN,Female-only (including Supernumerary),1
769,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OBC-NCL,Gender-Neutral,1
770,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,SC,Gender-Neutral,3
771,National Institute of Technology Durgapur,208,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,ST,Gender-Neutral,1
772,National Institute of Technology Durgapur,208,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OPEN,Gender-Neutral,7
773,National Institute of Technology Durgapur,208,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OBC-NCL(PwD),Gender-Neutral,1
774,National Institute of Technology Durgapur,208,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,SC,Gender-Neutral,2
775,National Institute of Technology Durgapur,208,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Gender-Neutral,3
776,National Institute of Technology Durgapur,208,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Female-only (including Supernumerary),1
777,National Institute of Technology Durgapur,208,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",411F,HS,OPEN,Gender-Neutral,3
778,National Institute of Technology Durgapur,208,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",411F,HS,SC,Gender-Neutral,1
779,National Institute of Technology Durgapur,208,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",411F,OS,OPEN,Female-only (including Supernumerary),1
780,National Institute of Technology Durgapur,208,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",411F,OS,GEN-EWS,Gender-Neutral,1
781,National Institute of Technology Durgapur,208,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",411F,OS,OBC-NCL,Gender-Neutral,2
782,National Institute of Technology Durgapur,208,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",411F,OS,SC,Gender-Neutral,1
783,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Gender-Neutral,12
784,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Female-only (including Supernumerary),1
785,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,GEN-EWS,Gender-Neutral,1
786,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,GEN-EWS(PwD),Gender-Neutral,1
787,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OBC-NCL,Gender-Neutral,1
788,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OBC-NCL(PwD),Gender-Neutral,1
789,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,SC,Gender-Neutral,5
790,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,SC,Female-only (including Supernumerary),1
791,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,ST (PwD),Female-only (including Supernumerary),1
792,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Gender-Neutral,4
793,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Female-only (including Supernumerary),2
794,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OBC-NCL,Gender-Neutral,2
795,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OBC-NCL,Female-only (including Supernumerary),1
796,National Institute of Technology Durgapur,208,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,SC,Gender-Neutral,1
797,National Institute of Technology Durgapur,208,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,OPEN,Gender-Neutral,2
798,National Institute of Technology Durgapur,208,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,GEN-EWS,Female-only (including Supernumerary),1
799,National Institute of Technology Durgapur,208,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,OBC-NCL,Gender-Neutral,1
800,National Institute of Technology Durgapur,208,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,OBC-NCL,Female-only (including Supernumerary),1
801,National Institute of Technology Durgapur,208,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,SC,Female-only (including Supernumerary),1
802,National Institute of Technology Durgapur,208,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,ST (PwD),Gender-Neutral,1
803,National Institute of Technology Durgapur,208,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,OS,OPEN,Gender-Neutral,8
804,National Institute of Technology Durgapur,208,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,OS,OPEN,Female-only (including Supernumerary),2
805,National Institute of Technology Durgapur,208,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5257,HS,OPEN,Gender-Neutral,1
806,National Institute of Technology Durgapur,208,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",5296,HS,OPEN,Gender-Neutral,1
807,National Institute of Technology Durgapur,208,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",5296,HS,SC,Gender-Neutral,1
808,National Institute of Technology Durgapur,208,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",5296,OS,OPEN,Gender-Neutral,2
809,National Institute of Technology Durgapur,208,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",5296,OS,ST,Gender-Neutral,1
810,National Institute of Technology Durgapur,208,"Chemistry (5 Years, Integrated Master of Science)",5503,HS,OPEN,Gender-Neutral,3
811,National Institute of Technology Durgapur,208,"Chemistry (5 Years, Integrated Master of Science)",5503,HS,OPEN,Female-only (including Supernumerary),1
812,National Institute of Technology Durgapur,208,"Chemistry (5 Years, Integrated Master of Science)",5503,HS,OBC-NCL,Gender-Neutral,2
813,National Institute of Technology Durgapur,208,"Chemistry (5 Years, Integrated Master of Science)",5503,OS,OPEN,Gender-Neutral,3
814,National Institute of Technology Durgapur,208,"Chemistry (5 Years, Integrated Master of Science)",5503,OS,OPEN,Female-only (including Supernumerary),1
815,National Institute of Technology Durgapur,208,"Chemistry (5 Years, Integrated Master of Science)",5503,OS,OBC-NCL,Gender-Neutral,1
816,National Institute of Technology Durgapur,208,"Chemistry (5 Years, Integrated Master of Science)",5503,OS,OBC-NCL,Female-only (including Supernumerary),1
817,National Institute of Technology Durgapur,208,"Chemistry (5 Years, Integrated Master of Science)",5503,OS,ST,Gender-Neutral,1
818,National Institute of Technology Goa,209,"Civil Engineering (4 Years, Bachelor of Technology)",4109,GO,OPEN,Gender-Neutral,2
819,National Institute of Technology Goa,209,"Civil Engineering (4 Years, Bachelor of Technology)",4109,GO,GEN-EWS,Gender-Neutral,1
820,National Institute of Technology Goa,209,"Civil Engineering (4 Years, Bachelor of Technology)",4109,GO,OBC-NCL,Gender-Neutral,3
821,National Institute of Technology Goa,209,"Civil Engineering (4 Years, Bachelor of Technology)",4109,GO,OBC-NCL(PwD),Gender-Neutral,1
822,National Institute of Technology Goa,209,"Civil Engineering (4 Years, Bachelor of Technology)",4109,GO,ST,Female-only (including Supernumerary),1
823,National Institute of Technology Goa,209,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OPEN,Gender-Neutral,4
824,National Institute of Technology Goa,209,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OPEN,Female-only (including Supernumerary),2
825,National Institute of Technology Goa,209,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OBC-NCL,Female-only (including Supernumerary),1
826,National Institute of Technology Goa,209,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,GO,OPEN,Gender-Neutral,3
827,National Institute of Technology Goa,209,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OPEN,Gender-Neutral,5
828,National Institute of Technology Goa,209,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OPEN,Female-only (including Supernumerary),1
829,National Institute of Technology Goa,209,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OBC-NCL,Gender-Neutral,1
830,National Institute of Technology Goa,209,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,SC,Gender-Neutral,1
831,National Institute of Technology Goa,209,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,GO,OPEN,Gender-Neutral,1
832,National Institute of Technology Goa,209,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,GO,SC,Female-only (including Supernumerary),1
833,National Institute of Technology Goa,209,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,GO,SC (PwD),Gender-Neutral,1
834,National Institute of Technology Goa,209,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Gender-Neutral,3
835,National Institute of Technology Goa,209,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Female-only (including Supernumerary),1
836,National Institute of Technology Goa,209,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,SC,Gender-Neutral,1
837,National Institute of Technology Goa,209,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,GO,OPEN (PwD),Gender-Neutral,1
838,National Institute of Technology Goa,209,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,GO,GEN-EWS,Gender-Neutral,1
839,National Institute of Technology Goa,209,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,GO,SC,Gender-Neutral,1
840,National Institute of Technology Goa,209,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,GO,SC,Female-only (including Supernumerary),1
841,National Institute of Technology Goa,209,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Gender-Neutral,2
842,National Institute of Technology Goa,209,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,GEN-EWS,Gender-Neutral,1
843,National Institute of Technology Goa,209,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OBC-NCL,Gender-Neutral,2
844,National Institute of Technology Goa,209,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OBC-NCL,Female-only (including Supernumerary),1
845,National Institute of Technology Goa,209,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,SC,Gender-Neutral,1
846,National Institute of Technology Goa,209,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,SC (PwD),Gender-Neutral,1
847,National Institute of Technology Goa,209,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,ST,Female-only (including Supernumerary),1
848,National Institute of Technology Goa,209,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,GO,GEN-EWS,Gender-Neutral,1
849,National Institute of Technology Goa,209,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,GO,OBC-NCL(PwD),Female-only (including Supernumerary),1
850,National Institute of Technology Goa,209,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,GO,SC,Female-only (including Supernumerary),1
851,National Institute of Technology Goa,209,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,HS,GEN-EWS,Female-only (including Supernumerary),1
852,National Institute of Technology Goa,209,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,OS,OPEN,Gender-Neutral,1
853,National Institute of Technology Goa,209,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,OS,OPEN,Female-only (including Supernumerary),2
854,National Institute of Technology Goa,209,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,OS,OBC-NCL,Gender-Neutral,2
855,National Institute of Technology Goa,209,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,OS,SC,Gender-Neutral,1
856,National Institute of Technology Goa,209,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,OS,ST,Gender-Neutral,1
857,National Institute of Technology Hamirpur,210,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN,Gender-Neutral,2
858,National Institute of Technology Hamirpur,210,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN,Female-only (including Supernumerary),1
859,National Institute of Technology Hamirpur,210,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OBC-NCL,Female-only (including Supernumerary),1
