Sr.No,Institute Name,Institute Code,Program Name,Program Code,Quota,Category,Seat Pool,Vacancy
173,Malaviya National Institute of Technology Jaipur,202,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OBC-NCL(PwD),Female-only (including Supernumerary),1
174,Malaviya National Institute of Technology Jaipur,202,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,SC,Gender-Neutral,1
175,Malaviya National Institute of Technology Jaipur,202,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OPEN,Gender-Neutral,4
176,Malaviya National Institute of Technology Jaipur,202,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OBC-NCL,Gender-Neutral,1
177,Malaviya National Institute of Technology Jaipur,202,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OBC-NCL(PwD),Gender-Neutral,1
178,Malaviya National Institute of Technology Jaipur,202,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,SC,Gender-Neutral,1
179,Maulana Azad National Institute of Technology Bhopal,203,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN,Gender-Neutral,1
180,Maulana Azad National Institute of Technology Bhopal,203,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN,Female-only (including Supernumerary),1
181,Maulana Azad National Institute of Technology Bhopal,203,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,SC,Gender-Neutral,1
182,Maulana Azad National Institute of Technology Bhopal,203,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OPEN,Gender-Neutral,2
183,Maulana Azad National Institute of Technology Bhopal,203,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OPEN,Female-only (including Supernumerary),1
184,Maulana Azad National Institute of Technology Bhopal,203,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,GEN-EWS,Gender-Neutral,1
185,Maulana Azad National Institute of Technology Bhopal,203,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,SC,Female-only (including Supernumerary),2
186,Maulana Azad National Institute of Technology Bhopal,203,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OPEN,Gender-Neutral,3
187,Maulana Azad National Institute of Technology Bhopal,203,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OBC-NCL,Gender-Neutral,1
188,Maulana Azad National Institute of Technology Bhopal,203,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OPEN,Gender-Neutral,3
189,Maulana Azad National Institute of Technology Bhopal,203,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OBC-NCL,Gender-Neutral,1
190,Maulana Azad National Institute of Technology Bhopal,203,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OPEN,Gender-Neutral,1
191,Maulana Azad National Institute of Technology Bhopal,203,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OPEN,Female-only (including Supernumerary),2
192,Maulana Azad National Institute of Technology Bhopal,203,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,GEN-EWS,Gender-Neutral,1
193,Maulana Azad National Institute of Technology Bhopal,203,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OBC-NCL,Gender-Neutral,3
194,Maulana Azad National Institute of Technology Bhopal,203,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OBC-NCL,Female-only (including Supernumerary),1
195,Maulana Azad National Institute of Technology Bhopal,203,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OBC-NCL(PwD),Female-only (including Supernumerary),1
196,Maulana Azad National Institute of Technology Bhopal,203,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OPEN,Gender-Neutral,1
197,Maulana Azad National Institute of Technology Bhopal,203,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OBC-NCL,Gender-Neutral,1
198,Maulana Azad National Institute of Technology Bhopal,203,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,SC,Female-only (including Supernumerary),1
199,Maulana Azad National Institute of Technology Bhopal,203,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OPEN,Gender-Neutral,3
200,Maulana Azad National Institute of Technology Bhopal,203,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OPEN,Female-only (including Supernumerary),1
201,Maulana Azad National Institute of Technology Bhopal,203,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,SC,Gender-Neutral,1
202,Maulana Azad National Institute of Technology Bhopal,203,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OPEN,Gender-Neutral,3
203,Maulana Azad National Institute of Technology Bhopal,203,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OPEN,Female-only (including Supernumerary),1
204,Maulana Azad National Institute of Technology Bhopal,203,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OBC-NCL(PwD),Female-only (including Supernumerary),1
205,Maulana Azad National Institute of Technology Bhopal,203,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Gender-Neutral,5
206,Maulana Azad National Institute of Technology Bhopal,203,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Female-only (including Supernumerary),1
207,Maulana Azad National Institute of Technology Bhopal,203,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,GEN-EWS,Gender-Neutral,1
208,Maulana Azad National Institute of Technology Bhopal,203,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,GEN-EWS(PwD),Female-only (including Supernumerary),1
209,Maulana Azad National Institute of Technology Bhopal,203,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OBC-NCL,Gender-Neutral,3
210,Maulana Azad National Institute of Technology Bhopal,203,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,SC (PwD),Female-only (including Supernumerary),1
211,Maulana Azad National Institute of Technology Bhopal,203,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,ST,Gender-Neutral,1
212,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Gender-Neutral,1
213,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Female-only (including Supernumerary),1
214,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,GEN-EWS,Gender-Neutral,1
215,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,GEN-EWS(PwD),Gender-Neutral,1
216,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OBC-NCL,Female-only (including Supernumerary),1
217,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OBC-NCL(PwD),Female-only (including Supernumerary),1
218,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,SC,Gender-Neutral,1
219,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,SC (PwD),Gender-Neutral,2
220,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,ST (PwD),Gender-Neutral,1
221,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Gender-Neutral,4
222,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Female-only (including Supernumerary),1
223,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN (PwD),Female-only (including Supernumerary),1
224,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,GEN-EWS,Gender-Neutral,3
225,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OBC-NCL,Gender-Neutral,4
226,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,SC,Gender-Neutral,2
227,Maulana Azad National Institute of Technology Bhopal,203,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,ST,Gender-Neutral,2
228,Maulana Azad National Institute of Technology Bhopal,203,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",412X,OS,OPEN,Gender-Neutral,2
229,Maulana Azad National Institute of Technology Bhopal,203,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",412X,OS,SC,Gender-Neutral,1
230,Maulana Azad National Institute of Technology Bhopal,203,"Electrical Engineering with E Mobility (4 Years, Bachelor of Technology)",413N,HS,GEN-EWS,Gender-Neutral,1
231,Maulana Azad National Institute of Technology Bhopal,203,"Electrical Engineering with E Mobility (4 Years, Bachelor of Technology)",413N,OS,OPEN,Gender-Neutral,2
232,Maulana Azad National Institute of Technology Bhopal,203,"Electrical Engineering with E Mobility (4 Years, Bachelor of Technology)",413N,OS,SC,Female-only (including Supernumerary),1
233,Maulana Azad National Institute of Technology Bhopal,203,"Materials and Metallurgical Engineering (4 Years, Bachelor of Technology)",4180,HS,OPEN (PwD),Gender-Neutral,1
234,Maulana Azad National Institute of Technology Bhopal,203,"Materials and Metallurgical Engineering (4 Years, Bachelor of Technology)",4180,HS,OBC-NCL,Gender-Neutral,1
235,Maulana Azad National Institute of Technology Bhopal,203,"Materials and Metallurgical Engineering (4 Years, Bachelor of Technology)",4180,HS,OBC-NCL,Female-only (including Supernumerary),1
236,Maulana Azad National Institute of Technology Bhopal,203,"Materials and Metallurgical Engineering (4 Years, Bachelor of Technology)",4180,HS,SC,Gender-Neutral,1
237,Maulana Azad National Institute of Technology Bhopal,203,"Materials and Metallurgical Engineering (4 Years, Bachelor of Technology)",4180,OS,OPEN,Gender-Neutral,4
238,Maulana Azad National Institute of Technology Bhopal,203,"Materials and Metallurgical Engineering (4 Years, Bachelor of Technology)",4180,OS,OPEN,Female-only (including Supernumerary),2
239,Maulana Azad National Institute of Technology Bhopal,203,"Materials and Metallurgical Engineering (4 Years, Bachelor of Technology)",4180,OS,SC,Gender-Neutral,1
240,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,HS,OPEN,Gender-Neutral,3
241,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,HS,OPEN (PwD),Gender-Neutral,1
242,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,HS,GEN-EWS,Gender-Neutral,2
243,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,HS,GEN-EWS,Female-only (including Supernumerary),1
244,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,HS,OBC-NCL,Gender-Neutral,2
245,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,HS,OBC-NCL,Female-only (including Supernumerary),1
246,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,HS,OBC-NCL(PwD),Gender-Neutral,1
247,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,HS,SC,Gender-Neutral,1
248,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,HS,ST,Gender-Neutral,1
249,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,OS,OPEN,Gender-Neutral,2
250,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,OS,OPEN,Female-only (including Supernumerary),2
251,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,OS,GEN-EWS,Gender-Neutral,1
252,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,OS,OBC-NCL,Female-only (including Supernumerary),1
253,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,OS,SC,Gender-Neutral,2
254,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,OS,SC,Female-only (including Supernumerary),1
255,Maulana Azad National Institute of Technology Bhopal,203,"Planning (4 Years, Bachelor of Planning)",4501,OS,SC (PwD),Gender-Neutral,1
256,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OPEN,Gender-Neutral,2
257,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OPEN,Female-only (including Supernumerary),1
258,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OBC-NCL,Gender-Neutral,4
259,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OBC-NCL,Female-only (including Supernumerary),1
260,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OBC-NCL(PwD),Gender-Neutral,1
261,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,SC,Gender-Neutral,1
262,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OPEN,Gender-Neutral,5
263,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OPEN,Female-only (including Supernumerary),1
264,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OPEN (PwD),Gender-Neutral,1
265,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,GEN-EWS,Female-only (including Supernumerary),1
266,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OBC-NCL,Female-only (including Supernumerary),1
267,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OBC-NCL(PwD),Gender-Neutral,1
268,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,SC,Gender-Neutral,1
269,Maulana Azad National Institute of Technology Bhopal,203,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,ST,Gender-Neutral,1
270,Maulana Azad National Institute of Technology Bhopal,203,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",520F,OS,OBC-NCL,Gender-Neutral,1
271,Maulana Azad National Institute of Technology Bhopal,203,"B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree) (5 Years, Bachelor and Master of Technology (Dual Degree))",522S,OS,OPEN,Gender-Neutral,2
272,Maulana Azad National Institute of Technology Bhopal,203,"B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree) (5 Years, Bachelor and Master of Technology (Dual Degree))",522S,OS,OPEN,Female-only (including Supernumerary),1
273,Maulana Azad National Institute of Technology Bhopal,203,"B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree) (5 Years, Bachelor and Master of Technology (Dual Degree))",522S,OS,OBC-NCL,Gender-Neutral,1
